position,season,weeks,mae,baseline_mae,rank_corr,baseline_rank_corr,top5_hit_rate,baseline_top5_hit_rate,top5_mean_points,slate_mean_points,rank_corr_edge,mae_edge,config
K,2024,18,3.8250826871377077,3.830821232782781,0.18752076981266347,0.18568199285384562,0.4555555555555556,0.5333333333333333,8.538888888888888,8.143580101239653,0.0018387769588178449,0.005738545645073145,K:ridge:a1000
K,2025,18,3.736059169945254,3.778109064594325,0.17060011403108366,0.10241440660036555,0.6000000000000001,0.4555555555555555,10.194444444444445,8.310647437112992,0.06818570743071811,0.04204989464907127,K:ridge:a1000
K,2023,18,3.5916378944327345,3.5760628934367364,0.13125628140828316,0.07679444364065419,0.5666666666666667,0.48888888888888893,9.211111111111112,7.867234186206308,0.05446183776762897,-0.015575000995998067,K:ridge:a3000
K,2024,18,3.8225733166232487,3.830821232782781,0.18800611008538215,0.18568199285384562,0.5,0.5333333333333333,9.0,8.143580101239653,0.0023241172315365266,0.008247916159532132,K:ridge:a3000
K,2025,18,3.734853413403128,3.778109064594325,0.18086089355585155,0.10241440660036555,0.6111111111111112,0.4555555555555555,10.333333333333334,8.310647437112992,0.078446486955486,0.04325565119119723,K:ridge:a3000
K,2023,18,3.5933788614187816,3.5760628934367364,0.13000429116325496,0.07679444364065419,0.5555555555555556,0.48888888888888893,9.172222222222222,7.867234186206308,0.05320984752260077,-0.017315967982045155,K:ridge:a10000
K,2024,18,3.8174688414770745,3.830821232782781,0.19635771025749446,0.18568199285384562,0.5,0.5333333333333333,9.244444444444445,8.143580101239653,0.010675717403648838,0.013352391305706313,K:ridge:a10000
K,2025,18,3.735709787226546,3.778109064594325,0.18522338874799266,0.10241440660036555,0.6111111111111112,0.4555555555555555,10.422222222222222,8.310647437112992,0.08280898214762711,0.04239927736777904,K:ridge:a10000
DST,2023,18,6.435022043091447,6.381622913164175,0.3357938487362898,0.3371182301362949,0.6000000000000001,0.5777777777777778,15.149999999999999,11.180953016890518,-0.0013243814000050702,-0.05339912992727225,DST:ridge:a30
DST,2024,18,6.072989975858438,6.177373385901572,0.3677790420496241,0.34543152632101576,0.6333333333333333,0.6777777777777777,15.183333333333334,9.991457443019943,0.022347515728608325,0.104383410043134,DST:ridge:a30
DST,2025,18,6.061826047451404,6.140859288800069,0.36132451325234555,0.35042753241542385,0.6777777777777777,0.6222222222222222,15.211111111111112,10.107265593203094,0.0108969808369217,0.0790332413486654,DST:ridge:a30
DST,2023,18,6.427996717908218,6.381622913164175,0.3357363368944995,0.3371182301362949,0.6111111111111112,0.5777777777777778,15.383333333333333,11.180953016890518,-0.0013818932417953844,-0.04637380474404296,DST:ridge:a100
DST,2024,18,6.073573329593076,6.177373385901572,0.3737408203330794,0.34543152632101576,0.6444444444444444,0.6777777777777777,15.438888888888888,9.991457443019943,0.028309294012063668,0.1038000563084962,DST:ridge:a100
DST,2025,18,6.066310868890217,6.140859288800069,0.3628369013069397,0.35042753241542385,0.6777777777777777,0.6222222222222222,15.038888888888888,10.107265593203094,0.012409368891515837,0.07454841990985184,DST:ridge:a100
DST,2023,18,6.41543850996951,6.381622913164175,0.3335675315718171,0.3371182301362949,0.6000000000000001,0.5777777777777778,15.294444444444444,11.180953016890518,-0.003550698564477761,-0.033815596805335524,DST:ridge:a300
DST,2024,18,6.080278393140585,6.177373385901572,0.3739308654260413,0.34543152632101576,0.6555555555555556,0.6777777777777777,15.444444444444445,9.991457443019943,0.028499339105025556,0.09709499276098743,DST:ridge:a300
DST,2025,18,6.0703741201706904,6.140859288800069,0.3600315823222921,0.35042753241542385,0.6888888888888889,0.6222222222222222,15.261111111111111,10.107265593203094,0.00960404990686825,0.07048516862937859,DST:ridge:a300
DST,2023,18,6.4024274894892965,6.381622913164175,0.3388290448002721,0.3371182301362949,0.588888888888889,0.5777777777777778,15.266666666666667,11.180953016890518,0.0017108146639772115,-0.020804576325121893,DST:ridge:a1000
DST,2024,18,6.090368340374209,6.177373385901572,0.3749675663707977,0.34543152632101576,0.6666666666666666,0.6777777777777777,15.450000000000001,9.991457443019943,0.029536040049781942,0.08700504552736366,DST:ridge:a1000
DST,2025,18,6.075102529853449,6.140859288800069,0.3589123835832338,0.35042753241542385,0.7,0.6222222222222222,15.36111111111111,10.107265593203094,0.008484851167809948,0.0657567589466197,DST:ridge:a1000
DST,2023,18,6.3931921180093,6.381622913164175,0.3407192434513125,0.3371182301362949,0.5666666666666668,0.5777777777777778,14.261111111111111,11.180953016890518,0.0036010133150176094,-0.01156920484512547,DST:ridge:a3000
DST,2024,18,6.099507401632938,6.177373385901572,0.3752572290015498,0.34543152632101576,0.6777777777777777,0.6777777777777777,15.683333333333334,9.991457443019943,0.029825702680534028,0.07786598426863467,DST:ridge:a3000
DST,2025,18,6.080201275441359,6.140859288800069,0.36216218539454614,0.35042753241542385,0.6888888888888889,0.6222222222222222,14.894444444444446,10.107265593203094,0.011734652979122295,0.060658013358709795,DST:ridge:a3000
DST,2023,18,6.386730221267109,6.381622913164175,0.33735022513469287,0.3371182301362949,0.5777777777777778,0.5777777777777778,14.633333333333333,11.180953016890518,0.00023199499839798854,-0.005107308102934027,DST:ridge:a10000
DST,2024,18,6.116761799461885,6.177373385901572,0.36380106641914867,0.34543152632101576,0.6777777777777777,0.6777777777777777,15.52222222222222,9.991457443019943,0.018369540098132908,0.06061158643968767,DST:ridge:a10000
DST,2025,18,6.089773154941422,6.140859288800069,0.3591267010966958,0.35042753241542385,0.6777777777777777,0.6222222222222222,14.894444444444446,10.107265593203094,0.008699168681271963,0.051086133858647464,DST:ridge:a10000
